sid,name,ticker,type,slug,isin
CHP,Callista Industries Ltd,CHPLIND,stock,/stocks/callista-industries-CHP,INE714Q01014
CEI,Ceinsys Tech Ltd,CEINSYSTECH,stock,/stocks/ceinsys-tech-CEI,INE016Q01014
CHEMT,Chemtech Industrial Valves Ltd,CHEMTECH,stock,/stocks/chemtech-industrial-valves-CHEMT,INE212P01011
CHAN,Chandrima Mercantiles Ltd,CHANDRIMA,stock,/stocks/chandrima-mercantiles-CHAN,INE371F01024
COV,Covidh Technologies Ltd,COVIDH,stock,/stocks/covidh-technologies-COV,INE899M01020
CRA,Crane Infrastructure Ltd,CRANEINFRA,stock,/stocks/crane-infrastructure-CRA,INE176L01017
CPL,Captain Polyplast Ltd,CPL,stock,/stocks/captain-polyplast-CPL,INE536P01021
COL,Colorchips New Media Ltd,COLORCHIPS,stock,/stocks/colorchips-new-media-COL,INE621I01042
COMS,Commercial Syn Bags Ltd,COMSYN,stock,/stocks/commercial-syn-bags-COMS,INE073V01015
COM,Comfort Commotrade Ltd,COMCL,stock,/stocks/comfort-commotrade-COM,INE456N01019
COMF,Comfort Fincap Ltd,COMFINCAP,stock,/stocks/comfort-fincap-COMF,INE274M01026
CDG,CDG Petchem Ltd,CDG,stock,/stocks/cdg-petchem-CDG,INE198N01017
CHEN,Chennai Ferrous Industries Ltd,CHENFERRO,stock,/stocks/chennai-ferrous-industries-CHEN,INE777O01016
CTL,Capital Trade Links Ltd,CTL,stock,/stocks/capital-trade-links-CTL,INE172D01021
QUANT,Cemantic Infra-Tech Ltd,CEMAINFRA,stock,/stocks/quantum-build-tech-QUANT,INE222B01028
COSY,COSYN Ltd,COSYN,stock,/stocks/cosyn-COSY,INE029B01019
CHAD,Chadha Papers Ltd,CHADPAP,stock,/stocks/chadha-papers-CHAD,INE669W01018
CRE,Creative Castings Ltd,CREATIVE,stock,/stocks/creative-castings-CRE,INE146E01015
CITYO,City Online Services Ltd,CITYONLINE,stock,/stocks/city-online-services-CITYO,INE158C01014
CHL,Chartered Logistics Ltd,CHLOGIST,stock,/stocks/chartered-logistics-CHL,INE558F01026
CIS,Cistro Telelink Ltd,CISTRO,stock,/stocks/cistro-telelink-CIS,INE365C01023
CONT,Continental Controls Ltd,CONTICON,stock,/stocks/continental-controls-CONT,INE545B01022
CFL,Classic Filaments Ltd,CFL,stock,/stocks/classic-filament-CFL,INE181U01018
CSU,Centenial Surgical Suture Ltd,CSURGSU,stock,/stocks/centenial-surgical-suture-CSU,INE405H01018
CONC,Concord Drugs Ltd,CONCORD,stock,/stocks/concord-drugs-CONC,INE858L01010
CEL,Cella Space Ltd,CELLA,stock,/stocks/cella-space-CEL,INE266H01014
CCL,CCL International Ltd,CCLINTER,stock,/stocks/ccl-international-CCL,INE778E01031
CHLL,CHL Ltd,CHLLTD,stock,/stocks/chl-CHLL,INE790D01020
COMFI,Comfort Intech Ltd,COMFINTE,stock,/stocks/comfort-intech-COMFI,INE819A01049
CMB,Corporate Merchant Bankers Ltd,CMBL,stock,/stocks/corporate-merchant-bankers-CMB,INE850R01014
CSL,Continental Securities Ltd,CSL,stock,/stocks/continental-securities-CSL,INE183Q01020
COR,Coromandel Agro Products and Oils Ltd,CORAGRO,stock,/stocks/coromandel-agro-products-and-oils-COR,INE495D01018
CYBEL,Cybele Industries Ltd,CYBELEIND,stock,/stocks/cybele-industries-CYBEL,INE183D01010
CHOI,Choice International Ltd,CHOICEIN,stock,/stocks/choice-international-CHOI,INE102B01014
CITI,Citi Port Financial Services Ltd,CITIPOR,stock,/stocks/citiport-financial-services-CITI,INE494D01011
CAPF,Capfin India Ltd,CAPFIN,stock,/stocks/capfin-india-CAPF,INE960C01013
CUP,Cupid Breweries and Distilleries Ltd,CUPIDTR,stock,/stocks/cupid-trades-and-finance-CUP,INE108G01010
CGV,CG VAK Software and Exports Ltd,CGVAK,stock,/stocks/cg-vak-software-and-exports-CGV,INE084D01010
COAR,Coastal Roadways Ltd,COARO,stock,/stocks/coastal-roadways-COAR,INE229E01019
SAD,Crystal Business System Ltd,CRYSTAL,stock,/stocks/sadhna-broadcast-SAD,INE994R01028
CEE,Ceenik Exports (India) Ltd,CEENIK,stock,/stocks/ceenik-exports-india-CEE,INE418D01010
CHEMI,Chemiesynth (Vapi) Ltd,CHEMIESYNT,stock,/stocks/chemiesynth-vapi-CHEMI,INE829R01018
SWAG,Croissance Ltd,CROISSANCE,stock,/stocks/swagruha-infrastructure-SWAG,INE587J01027
CIL,Citizen Infoline Ltd,CIL,stock,/stocks/citizen-infoline-CIL,INE473L01018
CIN,Cindrella Financial Services Ltd,CINDRELL,stock,/stocks/cindrella-financial-services-CIN,INE897D01015
CAPR,Capricorn Systems Global Solutions Ltd,CAPRICORN,stock,/stocks/capricorn-systems-global-solutions-CAPR,INE968E01012
RAY,Cresanto Global Ltd,CRESANTO,stock,/stocks/raymed-labs-RAY,INE741C01017
CHAR,Charms Industries Ltd,CHARMS,stock,/stocks/charms-industries-CHAR,INE442C01012
COLI,Colinz Laboratories Ltd,COLINZ,stock,/stocks/colinz-laboratories-COLI,INE923C01011
CITYM,Cityman Ltd,CITYMAN,stock,/stocks/cityman-CITYM,INE117C01010
CATV,Catvision Ltd,CATVISION,stock,/stocks/catvision-CATV,INE660B01011
CIA,Cian Agro Industries & Infrastructure Ltd,CIANAGRO,stock,/stocks/cian-agro-industries-and-infrastructure-CIA,INE052V01019
CRES,Cressanda Railway Solutions Ltd,CRSL,stock,/stocks/cressanda-solutions-CRES,INE716D01033
COA,Coastal Corporation Ltd,COASTCORP,stock,/stocks/coastal-corporation-COA,INE377E01024
CORN,Coral Newsprints Ltd,CORNE,stock,/stocks/coral-newsprints-CORN,INE715D01019
CONA,Conart Engineers Ltd,CONART,stock,/stocks/conart-engineers-CONA,INE714D01020
CHOKS,Choksi Laboratories Ltd,CHOKSILA,stock,/stocks/choksi-laboratories-CHOKS,INE493D01013
CONTI,Contil India Ltd,CONTILI,stock,/stocks/contil-india-CONTI,INE080G01029
ORA,Credent Global Finance Ltd,CGFL,stock,/stocks/oracle-credit-ORA,INE727C01024
CHOK,Choksi Asia Ltd,CHOKSI,stock,/stocks/choksi-imaging-CHOK,INE865B01016
CENL,Cenlub Industries Ltd,CENLUB,stock,/stocks/cenlub-industries-CENL,INE627F01011
RUBR,Checkpoint Trends Ltd,CHECKPOINT,stock,/stocks/rubra-medicaments-RUBR,INE396H01019
CORO,Coromandel Engineering Company Ltd,COROENGG,stock,/stocks/coromandel-engineering-company-CORO,INE312J01012
COMP,Competent Automobiles Company Ltd,COMPEAU,stock,/stocks/competent-automobiles-COMP,INE823B01015
CIF,Capital India Finance Ltd,CIFL,stock,/stocks/capital-india-finance-CIF,INE345H01024
INDOA,Challani Capital Ltd,CHALLANI,stock,/stocks/indo-asia-finance-INDOA,INE807A01010
CLI,Clio Infotech Ltd,CLIOINFO,stock,/stocks/clio-infotech-CLI,INE011B01017
CAR,Carnation Industries Ltd,CARNATIN,stock,/stocks/carnation-industries-CAR,INE081B01028
CILS,CIL Securities Ltd,CILSEC,stock,/stocks/cil-securities-CILS,INE830A01012
CEEJ,Ceejay Finance Ltd,CEEJAY,stock,/stocks/ceejay-finance-CEEJ,INE358C01010
CORA,Coral Laboratories Ltd,CORALAB,stock,/stocks/coral-laboratories-CORA,INE683E01017
COSC,COSCO (India) Ltd,COSCO,stock,/stocks/cosco-india-COSC,INE949B01018
CSLF,CSL Finance Ltd,CSLFINANCE,stock,/stocks/csl-finance-CSLF,INE718F01018
CRI,Crimson Metal Engineering Company Ltd,CRIMSON,stock,/stocks/crimson-metal-engineering-company-CRI,INE318P01016
CHAMA,Chaman Lal Setia Exports Ltd,CLSEL,stock,/stocks/chamanlal-setia-exports-CHAMA,INE419D01026
CAME,Camex Ltd,CAMEXLTD,stock,/stocks/camex-CAME,INE198C01010
CRS,Crestchem Ltd,CRSTCHM,stock,/stocks/crestchem-CRS,INE293N01016
CUB,Cubical Financial Services Ltd,CUBIFIN,stock,/stocks/cubical-financial-services-CUB,INE717D01023
CHAND,Chandra Prabhu International Ltd,CHANDRAP,stock,/stocks/chandra-prabhu-international-CHAND,INE368D01025
CAPRO,Caprolactam Chemicals Ltd,CAPRO,stock,/stocks/caprolactam-chemicals-CAPRO,INE470N01010
CIND,Cindrella Hotels Ltd,CINDHO,stock,/stocks/cindrella-hotels-CIND,INE908C01012
PARTI,Craftroot Retail Ltd,NIRBHAYIND,stock,/stocks/parth-industries-PARTI,INE218T01010
CHEV,Cheviot Co Ltd,CHEVIOT,stock,/stocks/cheviot-company-CHEV,INE974B01016
SIEL,CMX Holdings Ltd,SIELFNS,stock,/stocks/siel-financial-services-SIEL,INE027F01014
CHR,Chartered Capital and Investment Ltd,CHRTEDCA,stock,/stocks/chartered-capital-and-investment-CHR,INE953B01010
CHANN,Candour Techtex Ltd,CANDOUR,stock,/stocks/chandni-textiles-engineering-industries-CHANN,INE713D01055
CONST,Constronics Infra Ltd,CONSTRONIC,stock,/stocks/invicta-meditek-CONST,INE537B01011
CMM,Chennai Meenakshi Multispeciality Hospital Ltd,CMMHOSP,stock,/stocks/chennai-meenakshi-multispeciality-hospital-CMM,INE889F01017
CHOR,Chordia Food Products Ltd,CHORDIA,stock,/stocks/chordia-food-products-CHOR,INE975C01011
GRC,Clenon Enterprises Ltd,CLENON,stock,/stocks/g-r-cables-GRC,INE769B01028
COC,Cochin Minerals and Rutile Ltd,COCHINM,stock,/stocks/cochin-minerals-and-rutile-COC,INE105D01013
CHM,Chambal Breweries and Distilleries Ltd,CHMBBRW,stock,/stocks/chambal-breweries-and-distilleries-CHM,INE417N01011
CEET,Ceeta Industries Ltd,CEETAIN,stock,/stocks/ceeta-industries-CEET,INE760J01012
CLF,Classic Leasing & Finance Ltd,CLFL,stock,/stocks/classic-leasing-and-finance-CLF,INE949C01016
CALC,Calcom Vision Ltd,CALCOM,stock,/stocks/calcom-vision-CALC,INE216C01010
CRAN,Cranex Ltd,CRANEX,stock,/stocks/cranex-CRAN,INE608B01010
CONTC,Continental Chemicals Ltd,CONTCHM,stock,/stocks/continental-chemicals-CONTC,INE423K01015
CRAV,Cravatex Ltd,CRAVATEX,stock,/stocks/cravatex-CRAV,INE145E01017
CLA,Classic Electricals Ltd,CLASELE,stock,/stocks/classic-electricals-CLA,INE02BR01017
CJG,C J Gelatine Products Ltd,CJGEL,stock,/stocks/c-j-gelatine-products-CJG,INE557D01015
ACR,Carysil Ltd,CARYSIL,stock,/stocks/acrysil-ACR,INE482D01024
COSM,Cosmo Ferrites Ltd,COSMOFE,stock,/stocks/cosmo-ferrites-COSM,INE124B01018
CHAS,Chase Bright Steel Ltd,CHASBRT,stock,/stocks/chase-bright-steel-CHAS,INE839Q01019
CONTP,Continental Petroleums Ltd,CONTPTR,stock,/stocks/continental-petroleums-CONTP,INE369D01023
ZPP,Cropster Agro Ltd,CROPSTER,stock,/stocks/planters-polysack-ZPP,INE293E01031
COCHM,Cochin Malabar Estates and Industries Ltd,COCHMAL,stock,/stocks/cochin-malabar-estates-and-industries-COCHM,INE788M01017
CHOW,Chowgule Steamships Ltd,CHOWGULSTM,stock,/stocks/chowgule-steamships-CHOW,INE490A01015
CAMC,Computer Age Management Services Ltd,CAMS,stock,/stocks/computer-age-management-services-CAMC,INE596I01020
CAPRI,Caprihans India Ltd,CAPRIHANS,stock,/stocks/caprihans-india-CAPRI,INE479A01018
VBC,Chrome Silicon Ltd,CHROME,stock,/stocks/vbc-ferro-alloys-VBC,INE114E01013
CHEMC,Chemcon Speciality Chemicals Ltd,CHEMCON,stock,/stocks/chemcon-speciality-chemicals-CHEMC,INE03YM01018
CITA,Citadel Realty and Developers Ltd,CITADEL,stock,/stocks/citadel-realty-and-developers-CITA,INE906D01014
COMPU,Computer Point Ltd,COMPUPN,stock,/stocks/computer-point-COMPU,INE607B01012
CRAF,Craftsman Automation Ltd,CRAFTSMAN,stock,/stocks/craftsman-automation-CRAF,INE00LO01017
CLE,Clean Science and Technology Ltd,CLEAN,stock,/stocks/clean-science-and-technology-CLE,INE227W01023
CHEMP,Chemplast Sanmar Ltd,CHEMPLASTS,stock,/stocks/chemplast-sanmar-CHEMP,INE488A01050
MAPM,CE Info Systems Ltd,MAPMYINDIA,stock,/stocks/ce-info-systems-MAPM,INE0BV301023
CWD,CWD Limited,CWD,stock,/stocks/cwd-CWD,INE0H8H01019
CART,Cartrade Tech Ltd,CARTRADE,stock,/stocks/cartrade-tech-CART,INE290S01011
CLAR,Clara Industries Ltd,CLARA,stock,/stocks/clara-industries-CLAR,INE0JJS01014
CMS,CMS Info Systems Ltd,CMSINFO,stock,/stocks/cms-info-systems-CMS,INE925R01014
CONTN,Containe Technologies Ltd,CONTAINE,stock,/stocks/containe-technologies-CONTN,INE0M8901010
CARG,Cargotrans Maritime Ltd,CARGOTRANS,stock,/stocks/cargotrans-maritime-CARG,INE0M4L01013
CMR,Cyber Media Research & Services Ltd,CMRSL,stock,/stocks/cyber-media-research-and-services-CMR,INE075Z01011
CNC,Concord Control Systems Ltd,CNCRD,stock,/stocks/concord-control-systems-CNC,INE0N0J01014
COO,Cool Caps Industries Ltd,COOLCAPS,stock,/stocks/cool-caps-industries-COO,INE0HS001028
CRAY,Crayons Advertising Ltd,CRAYONS,stock,/stocks/crayons-advertising-CRAY,INE0OFK01019
CAMP,Campus Activewear Ltd,CAMPUS,stock,/stocks/campus-activewear-CAMP,INE278Y01022
CARGO,Cargosol Logistics Ltd,CARGOSOL,stock,/stocks/cargosol-logistics-CARGO,INE0KZM01011
COMMA,Command Polymers Ltd,COMMAND,stock,/stocks/command-polymers-COMMA,INE0LKQ01012
CFF,CFF Fluid Control Ltd,CFF,stock,/stocks/cff-fluid-control-CFF,INE0NJ001013
CMN,Chaman Metallics Ltd,CMNL,stock,/stocks/chaman-metallics-CMN,INE06PV01010
COMR,Comrade Appliances Ltd,COMRADE,stock,/stocks/comrade-appliances-COMR,INE0NXA01015
CYI,Cyient DLM Ltd,CYIENTDLM,stock,/stocks/cyient-dlm-CYI,INE055S01018
CLS,Crop Life Science Ltd,CLSL,stock,/stocks/crop-life-science-CLS,INE00NH01017
CUBEI,Cube Highways Trust,CUBEINVIT,stock,/stocks/cube-highways-trust-CUBEI,INE0NR623014
COSMI,Cosmic CRF Ltd,COSMICCRF,stock,/stocks/cosmic-crf-COSMI,INE0ORA01015
CELL,Cell Point (India) Ltd,CELLPOINT,stock,/stocks/cell-point-india-CELL,INE0O0001013
CONCO,Concord Biotech Ltd,CONCORDBIO,stock,/stocks/concord-biotech-CONCO,INE338H01029
CPS,C P S Shapers Ltd,CPS,stock,/stocks/c-p-s-shapers-CPS,INE0QBU01012
CELLO,Cello World Ltd,CELLO,stock,/stocks/cello-world-CELLO,INE0LMW01024
CAPI,Capital Small Finance Bank Ltd,CAPITALSFB,stock,/stocks/capital-small-finance-bank-CAPI,INE646H01017
CGR,Creative Graphics Solutions India Ltd,CGRAPHICS,stock,/stocks/creative-graphics-solutions-india-CGR,INE0R7401011
CELLE,Cellecor Gadgets Ltd,CELLECOR,stock,/stocks/cellecor-gadgets-CELLE,INE0OMO01025
COMMI,Committed Cargo Care Ltd,COMMITTED,stock,/stocks/committed-cargo-care-COMMI,INE597Z01014
CANA,Canarys Automations Ltd,CANARYS,stock,/stocks/canarys-automations-CANA,INE0QG301017
CHAV,Chavda Infra Ltd,CHAVDA,stock,/stocks/chavda-infra-CHAV,INE0PT101017
CCA,City Crops Agro Ltd,CCAL,stock,/stocks/city-crops-agro-CCA,INE0M7501019
CHAT,Chatha Foods Ltd,CHATHA,stock,/stocks/chatha-foods-CHAT,INE0AH901011
MUF,Credo Brands Marketing Ltd,MUFTI,stock,/stocks/credo-brands-marketing-MUF,INE220Q01020
CTLL,Clinitech Laboratory Ltd,CTLLAB,stock,/stocks/clinitech-laboratory-CTLL,INE0QMR01015
CHET,Chetana Education Ltd,CHETANA,stock,/stocks/chetana-education-CHET,INE0U1T01012
CEIG,Ceigall India Ltd,CEIGALL,stock,/stocks/ceigall-india-CEIG,INE0AG901020
CC,C2C Advanced Systems Ltd,C2C,stock,/stocks/c2c-advanced-systems-CC,INE0U7V01015
CAPIN,Capital Infra Trust,CAPINVIT,stock,/stocks/capital-infra-trust-CAPIN,INE0Z8Z23013
CEW,Concord Enviro Systems Ltd,CEWATER,stock,/stocks/concord-enviro-systems-CEW,INE037Z01029
CITIC,CitiChem India Ltd,CITICHEM,stock,/stocks/citichem-india-CITIC,INE0A8401016
CARR,Carraro India Ltd,CARRARO,stock,/stocks/carraro-india-CARR,INE0V7W01012
CNIN,Capitalnumbers Infotech Ltd,CNINFOTECH,stock,/stocks/capitalnumbers-infotech-CNIN,INE0WXM01011
CLN,CLN Energy Ltd,CLN,stock,/stocks/cln-energy-CLN,INE0WDX01010
CHAMU,Chamunda Electrical Ltd,CHAMUNDA,stock,/stocks/chamunda-electrical-CHAMU,INE11HG01018
CHANA,Chandan Healthcare Ltd,CHANDAN,stock,/stocks/chandan-healthcare-CHANA,INE0B2N01016
COVA,Covance Softsol Ltd,COVANCE,stock,/stocks/covance-softsol-COVA,INE0R8101016
CALS,California Software Company Ltd Partly Paidup,CALSOFTPP,stock,/stocks/california-software-company-partly-paidup-CALS,IN9526B01012
CED,Cedaar Textile Ltd,CEDAAR,stock,/stocks/cedaar-textile-CED,INE11J101017
CRIZ,Crizac Ltd,CRIZAC,stock,/stocks/crizac-CRIZ,INE0S4R01014
CRY,Cryogenic OGS Ltd,CRYOGENIC,stock,/stocks/cryogenic-ogs-CRY,INE0TL001013
CHEMK,Chemkart India Ltd,CHEMKART,stock,/stocks/chemkart-india-CHEMK,INE0VWL01017
CHEMB,Chembond Chemicals Ltd,CHEMBONDCH,stock,/stocks/chembond-chemicals-CHEMB,INE0TGX01019
CUD,CASHurDRIVE Marketing Ltd,CUDML,stock,/stocks/cash-ur-drive-marketing-CUD,INE0WL201014
CONN,Connplex Cinemas Ltd,CONNPLEX,stock,/stocks/connplex-cinemas-CONN,INE0EAS01014
CLAS,Classic Electrodes (India) Ltd,CLASSICEIL,stock,/stocks/classic-electrodes-india-CLAS,INE0UQ601012
CUR,Current Infraprojects Ltd,CURRENT,stock,/stocks/current-infraprojects-CUR,INE1CRQ01014
CPE,Career Point Edutech Ltd,CPEDU,stock,/stocks/career-point-edutech-CPE,INE0P6P01016
CYBER,Cyber Media (India) Ltd Partly Paidup,CYBERPP,stock,/stocks/cyber-media-india-partly-paidup-CYBER,IN9278G01019
CHT,Chatterbox Technologies Ltd,CHTR,stock,/stocks/chatterbox-technologies-CHT,INE1B4801017
CHIR,Chiraharit Ltd,CHIRAHARIT,stock,/stocks/chiraharit-CHIR,INE12P101018
CRAM,Canara Robeco Asset Management Company Ltd,CRAMC,stock,/stocks/canara-robeco-asset-management-company-CRAM,INE218I01013
CANH,Canara HSBC Life Insurance Company Ltd,CANHLIFE,stock,/stocks/canara-hsbc-life-insurance-company-CANH,INE01TY01017
CHOIC,Choice Gold ETF,CHOICEGOLD,etf,/etfs/choice-gold-etf-CHOIC,INF2KCX01012
CURI,Curis Lifesciences Ltd,CURIS,stock,/stocks/curis-lifesciences-CURI,INE1BZN01016
CAPIL,Capillary Technologies India Ltd,CAPILLARY,stock,/stocks/capillary-technologies-india-CAPIL,INE0ILV01024
CSS,Clear Secured Services Ltd,CSSL,stock,/stocks/clear-secured-services-CSS,INE1EF801010
CORON,Corona Remedies Ltd,CORONA,stock,/stocks/corona-remedies-CORON,INE02ZQ01018
DCMN,DCM Nouvelle Ltd,DCMNVL,stock,/stocks/dcm-nouvelle-DCMN,INE08KP01019
DCMS,DCM Shriram Ltd,DCMSHRIRAM,stock,/stocks/dcm-shriram-DCMS,INE499A01024
DSKL,D S Kulkarni Developers Ltd,DSKULKARNI,stock,/stocks/d-s-kulkarni-developers-DSKL,INE891A01022
DHUN,Dhunseri Ventures Ltd,DVL,stock,/stocks/dhunseri-ventures-DHUN,INE477B01010
DYPR,Dynemic Products Ltd,DYNPRO,stock,/stocks/dynemic-products-DYPR,INE256H01015
DAMS,Dhampur Sugar Mills Ltd,DHAMPURSUG,stock,/stocks/dhampur-sugar-mills-DAMS,INE041A01016
DIGS,Digispice Technologies Ltd,DIGISPICE,stock,/stocks/digispice-technologies-DIGS,INE927C01020
DRDG,Dredging Corporation of India Ltd,DREDGECORP,stock,/stocks/dredging-corporation-of-india-DRDG,INE506A01018
DCFS,DCM Financial Services Ltd,DCMFINSERV,stock,/stocks/dcm-financial-services-DCFS,INE891B01012
DYNM,Dynamatic Technologies Ltd,DYNAMATECH,stock,/stocks/dynamatic-technologies-DYNM,INE221B01012
DEVN,DEV Information Technology Ltd,DEVIT,stock,/stocks/dev-information-technology-DEVN,INE060X01034
DICI,DIC India Ltd,DICIND,stock,/stocks/dic-india-DICI,INE303A01010
DSTV,Dish TV India Ltd,DISHTV,stock,/stocks/dish-tv-india-DSTV,INE836F01026
DIVI,Divi's Laboratories Ltd,DIVISLAB,stock,/stocks/divis-laboratories-DIVI,INE361B01024
DIXO,Dixon Technologies (India) Ltd,DIXON,stock,/stocks/dixon-technologies-india-DIXO,INE935N01020
DHAU,Dhanuka Infra Realty Ltd,DIRL,stock,/stocks/dhanuka-realty-DHAU,INE704V01015
EBIW,Delphi World Money Ltd,DELPHIFX,stock,/stocks/ebixcash-world-money-india-EBIW,INE726L01019
DAMD,Damodar Industries Ltd,DAMODARIND,stock,/stocks/damodar-industries-DAMD,INE497D01022
DLTA,Delta Manufacturing Ltd,DELTAMAGNT,stock,/stocks/delta-manufacturing-DLTA,INE393A01011
DLIL,D Link (India) Limited,DLINKINDIA,stock,/stocks/d-link-india-DLIL,INE250K01012
DCBA,DCB Bank Ltd,DCBBANK,stock,/stocks/dcb-bank-DCBA,INE503A01015
DIGC,Digicontent Ltd,DGCONTENT,stock,/stocks/digicontent-DIGC,INE03JI01017
DRSD,DRS Dilip Roadlines Ltd,DRSDILIP,stock,/stocks/drs-dilip-roadlines-DRSD,INE02CV01017
DHUT,Dhunseri Tea & Industries Ltd,DTIL,stock,/stocks/dhunseri-tea-and-industries-DHUT,INE341R01014
DABU,Dabur India Ltd,DABUR,stock,/stocks/dabur-india-DABU,INE016A01026
DBCL,DB Corp Ltd,DBCORP,stock,/stocks/db-corp-DBCL,INE950I01011
DILG,Diligent Media Corporation Ltd,DNAMEDIA,stock,/stocks/diligent-media-corporation-DILG,INE016M01021
REDY,Dr Reddy's Laboratories Ltd,DRREDDY,stock,/stocks/drreddys-laboratories-REDY,INE089A01031
DLMI,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,stock,/stocks/dalmia-bharat-sugar-and-industries-DLMI,INE495A01022
DCIN,DC Infotech and Communication Ltd,DCI,stock,/stocks/dc-infotech-and-communication-DCIN,INE0A1101019
DPFE,Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,stock,/stocks/deepak-fertilisers-and-petrochemicals-corp-DPFE,INE501A01019
DOLP,Dolphin Offshore Enterprises (India) Ltd,DOLPHIN,stock,/stocks/dolphin-offshore-enterprises-india-DOLP,INE920A01037
DANG,Dangee Dums Ltd,DANGEE,stock,/stocks/dangee-dums-DANG,INE688Y01022
DSHM,Dishman Carbogen Amcis Ltd,DCAL,stock,/stocks/dishman-carbogen-amcis-DSHM,INE385W01011
DENO,De Nora India Ltd,DENORA,stock,/stocks/de-nora-india-DENO,INE244A01016
DPAB,D P Abhushan Ltd,DPABHUSHAN,stock,/stocks/d-p-abhushan-DPAB,INE266Y01019
DBSB,DB (International) Stock Brokers Ltd,DBSTOCKBRO,stock,/stocks/db-international-stock-brokers-DBSB,INE921B01025
DENN,DEN Networks Ltd,DEN,stock,/stocks/den-networks-DENN,INE947J01015
DHUS,Dhunseri Investments Ltd,DHUNINV,stock,/stocks/dhunseri-investments-DHUS,INE320L01011
DPWI,D P Wires Ltd,DPWIRES,stock,/stocks/d-p-wires-DPWI,INE864X01013
DUCO,Ducon Infratechnologies Ltd,DUCON,stock,/stocks/ducon-infratechnologies-DUCO,INE741L01018
DNBK,Dhanlaxmi Bank Ltd,DHANBANK,stock,/stocks/dhanlaxmi-bank-DNBK,INE680A01011
DIAC,Diamond Power Infrastructure Ltd,DIACABS,stock,/stocks/diamond-power-infrastructure-DIAC,INE989C01038
DOLA,Dolat Algotech Ltd,DOLATALGO,stock,/stocks/dolat-investments-DOLA,INE966A01022
DLF,DLF Ltd,DLF,stock,/stocks/dlf-DLF,INE271C01023
DSSL,Dynacons Systems and Solutions Ltd,DSSL,stock,/stocks/dynacons-systems-and-solutions-DSSL,INE417B01040
DLCM,DSJ Keep Learning Ltd,KEEPLEARN,stock,/stocks/dsj-communications-DLCM,INE055C01020
DATC,Datamatics Global Services Ltd,DATAMATICS,stock,/stocks/datamatics-global-services-DATC,INE365B01017
DIBL,Dilip Buildcon Ltd,DBL,stock,/stocks/dilip-buildcon-DIBL,INE917M01012
DELT,Delta Corp Ltd,DELTACORP,stock,/stocks/delta-corp-DELT,INE124G01033
DIGJ,DIGJAM Ltd,DIGJAMLMTD,stock,/stocks/digjam-DIGJ,INE731U01028
DLLA,Dollar Industries Ltd,DOLLAR,stock,/stocks/dollar-industries-DLLA,INE325C01035
DEBO,Debock Industries Ltd,DIL,stock,/stocks/debock-sales-and-marketing-DEBO,INE411Y01011
DALB,Dalmia Bharat Ltd,DALBHARAT,stock,/stocks/dalmia-bharat-DALB,INE00R701025
DHNP,Dhanuka Agritech Ltd,DHANUKA,stock,/stocks/dhanuka-agritech-DHNP,INE435G01025
DCML,Dcm Ltd,DCM,stock,/stocks/dcm-DCML,INE498A01018
DCWL,DCW Ltd,DCW,stock,/stocks/dcw-DCWL,INE500A01029
DWAR,Dwarikesh Sugar Industries Ltd,DWARKESH,stock,/stocks/dwarikesh-sugar-industries-DWAR,INE366A01041
DCNC,Deccan Cements Ltd,DECCANCE,stock,/stocks/deccan-cements-DCNC,INE583C01021
DPNT,Deepak Nitrite Ltd,DEEPAKNTR,stock,/stocks/deepak-nitrite-DPNT,INE288B01029
DONE,Donear Industries Ltd,DONEAR,stock,/stocks/donear-industries-DONE,INE668D01028
DSPL,DSP NIFTY 1D Rate Liquid ETF,LIQUIDETF,etf,/etfs/dsp-blackrock-liquid-etf-DSPL,INF740KA1EU7
KARD,Dharan Infra-EPC Ltd,DHARAN,stock,/stocks/karda-constructions-KARD,INE278R01034
DLPA,Dr. Lal PathLabs Ltd,LALPATHLAB,stock,/stocks/dr-lal-pathlabs-DLPA,INE600L01024
DOL,Dolfin Rubbers Ltd,DOLFIN,stock,/stocks/dolfin-rubbers-DOL,INE666Y01010
DJM,DJ Mediaprint & Logistics Ltd,DJML,stock,/stocks/dj-mediaprint-and-logistics-DJM,INE0B1K01014
DEE,Deep Polymers Ltd,DEEP,stock,/stocks/deep-polymers-DEE,INE00IY01012
DAN,Danube Industries Ltd,DANUBE,stock,/stocks/danube-industries-DAN,INE575D01041
DHR,Dhruv Consultancy Services Ltd,DHRUV,stock,/stocks/dhruv-consultancy-services-DHR,INE506Z01015
DGL,Diksha Greens Ltd,DGL,stock,/stocks/diksha-greens-DGL,INE01GR01018
DLC,Dr Lalchandani Labs Ltd,DLCL,stock,/stocks/dr-lalchandani-labs-DLC,INE871Z01013
DIK,Diksat Transworld Ltd,DIKSAT,stock,/stocks/diksat-transworld-DIK,INE942P01013
DML,Diggi Multitrade Ltd,DML,stock,/stocks/diggi-multitrade-DML,INE158R01012
