sid,name,ticker,type,slug,isin
BEN,Benara Bearings and Pistons Ltd,BENARA,stock,/stocks/benara-bearings-and-pistons-BEN,INE495Z01011
BRA,Brahmaputra Infrastructure Ltd,BRAHMINFRA,stock,/stocks/brahmaputra-infrastructure-BRA,INE320I01017
BTT,Bhilwara Technical Textiles Ltd,BTTL,stock,/stocks/bhilwara-technical-textiles-BTT,INE274K01012
BMA,Bothra Metals and Alloys Ltd,BMAL,stock,/stocks/bothra-metals-and-alloys-BMA,INE583M01012
BMW,BMW Industries Ltd,BMW,stock,/stocks/bmw-industries-BMW,INE374E01021
BAN,Banas Finance Ltd,BANASFN,stock,/stocks/banas-finance-BAN,INE521L01030
BLI,Balmer Lawrie Investments Ltd,BLIL,stock,/stocks/balmer-lawrie-investment-BLI,INE525F01025
BOD,Bodhtree Consulting Ltd,BODHTREE,stock,/stocks/bodhtree-consulting-BOD,INE104F01029
BAR,Baron Infotech Ltd,BARONINF,stock,/stocks/baron-infotech-BAR,INE228B01017
BRI,Brilliant Portfolios Ltd,BRIPORT,stock,/stocks/brilliant-portfolios-BRI,INE661F01010
BEEK,Beekay Steel Industries Ltd,BEEKAY,stock,/stocks/beekay-steel-industries-BEEK,INE213D01015
BAB,Baba Arts Ltd,BABA,stock,/stocks/baba-arts-BAB,INE893A01036
BENGA,Bengal Steel Industries Ltd,BENGALS,stock,/stocks/bengal-steel-industries-BENGA,INE523W01017
BEE,Beeyu Overseas Ltd,BEEYU,stock,/stocks/beeyu-overseas-BEE,INE052B01011
BAM,BAMPSL Securities Ltd,BAMPSL,stock,/stocks/bampsl-securities-BAM,INE802A01037
BHAG,Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,stock,/stocks/bhagiradha-chemicals-and-industries-BHAG,INE414D01027
BFL,BFL Asset Finvest Ltd,BFLAFL,stock,/stocks/bfl-asset-finvest-BFL,INE948Q01018
INE,Banganga Paper Industries Ltd,BANGANGA,stock,/stocks/inertia-steel-INE,INE767M01029
BRIJ,Brijlaxmi Leasing & Finance Ltd,BRIJLEAS,stock,/stocks/brijlaxmi-leasing-and-finance-BRIJ,INE957E01031
INDRA,Bluegod Entertainment Ltd,BLUEGOD,stock,/stocks/indra-industries-INDRA,INE924N01024
BES,Best Agrolife Ltd,BESTAGRO,stock,/stocks/best-agrolife-BES,INE052T01013
SUNTE,Biogen Pharmachem Industries Ltd,BIOGEN,stock,/stocks/sun-techno-overseas-SUNTE,INE703D01023
BJD,B J Duplex Boards Ltd,BJDUP,stock,/stocks/b-j-duplex-boards-BJD,INE265C01025
BGI,BGIL Films & Technologies Ltd,BGIL,stock,/stocks/bgil-films-and-technologies-BGI,INE443D01018
BER,Beryl Securities Ltd,BERYLSE,stock,/stocks/beryl-securities-BER,INE508J01015
BRIGH,Bright Brothers Ltd,BRIGHTBR,stock,/stocks/bright-brothers-BRIGH,INE630D01010
REGT,Befound Movement Ltd,BEFOUNDMOL,stock,/stocks/regency-trust-REGT,INE425F01028
BKV,BKV Industries Ltd,BKV,stock,/stocks/bkv-industries-BKV,INE356C01022
BPT,Blue Pearl Agriventures Ltd,BPAGRI,stock,/stocks/blue-pearl-texspin-BPT,INE439N01031
AMAZ,Balu Forge Industries Ltd,BALUFORGE,stock,/stocks/amaze-entertech-AMAZ,INE011E01029
BIB,Bharat Immunologicals and Biologicals Corporation Ltd,BIBCL,stock,/stocks/bharat-immunological-and-biological-corporation-BIB,INE994B01014
BIJ,Bijoy Hans Ltd,BIJHANS,stock,/stocks/bijoy-hans-BIJ,INE491D01017
BPC,B P Capital Ltd,BPCAP,stock,/stocks/b-p-capital-BPC,INE947C01010
BAS,Basant Agro Tech (India) Ltd,BASANTGL,stock,/stocks/basant-agro-tech-india-BAS,INE473E01021
SHIVM,Bandaram Pharma Packtech Ltd,BANDARAM,stock,/stocks/shiva-medicare-SHIVM,INE875N01036
BLUE,Blue Cloud Softech Solutions Ltd,BLUECLOUDS,stock,/stocks/blue-cloud-softech-solutions-BLUE,INE373T01047
BBS,B2B Software Technologies Ltd,B2BSOFT,stock,/stocks/b2b-software-technologies-BBS,INE151B01011
BITS,BITS Ltd,BITS,stock,/stocks/bits-BITS,INE839A01021
BARO,Baroda Extrusion Ltd,BAROEXT,stock,/stocks/baroda-extrusion-BARO,INE927K01023
BERV,Bervin Investment and Leasing Ltd,BERVINL,stock,/stocks/bervin-investments-and-leasing-BERV,INE348I01018
BOST,Boston Commerce Ltd,BOSTONBIO,stock,/stocks/boston-bio-systems-BOST,INE109B01019
BLO,Bloom Dekor Ltd,BLOOM,stock,/stocks/bloom-dekor-BLO,INE253C01013
BPLP,Bharat Parenterals Ltd,BPLPHARMA,stock,/stocks/bharat-parenterals-BPLP,INE365Y01019
BEM,Bemco Hydraulics Ltd,BEMHY,stock,/stocks/bemco-hydraulics-BEM,INE142E01022
BERL,Beryl Drugs Ltd,BERLDRG,stock,/stocks/beryl-drugs-BERL,INE415H01017
AARV,Bhudevi Infra Projects Ltd,BHUDEVI,stock,/stocks/aarv-infratel-AARV,INE432N01010
BHARA,Bharat Bhushan Finance & Commodity Brokers Ltd,BHARAT,stock,/stocks/bharat-bhushan-finance-and-commodity-brokers-BHARA,INE900A01013
BALU,Balurghat Technologies Ltd,BALTE,stock,/stocks/balurghat-technologies-BALU,INE654B01014
BAC,Bacil Pharma Ltd,BACPHAR,stock,/stocks/bacil-pharma-BAC,INE711D01018
BHAS,Bhaskar Agro Chemicals Ltd,BHASKAGR,stock,/stocks/bhaskar-agrochemicals-BHAS,INE972C01018
BNR,BNR Udyog Ltd,BNRUDY,stock,/stocks/bnr-udyog-BNR,INE355C01016
BHAT,Bharat Textiles & Proofing Industries Ltd,BHATEXT,stock,/stocks/bharat-textiles-and-proofing-industries-BHAT,INE201N01019
BEST,Best Eastern Hotels Ltd,BESTEAST,stock,/stocks/best-eastern-hotels-BEST,INE553F01035
BRID,Bridge Securities Ltd,BRIDGESE,stock,/stocks/bridge-securities-BRID,INE958C01025
BRAW,Brawn Biotech Ltd,BRAWN,stock,/stocks/brawn-biotech-BRAW,INE899B01015
BAMB,Bambino Agro Industries Ltd,BAMBINO,stock,/stocks/bambino-agro-industries-BAMB,INE921D01013
BANST,Bansisons Tea Industries Ltd,BANSTEA,stock,/stocks/bansisons-tea-industries-BANST,INE856E01019
BENGL,Bengal Tea & Fabrics Ltd,BENGALT,stock,/stocks/bengal-tea-and-fabrics-BENGL,INE665D01016
ARH,BN Agrochem Ltd,BNAGROCHEM,stock,/stocks/arihant-tournesol-ARH,INE00HZ01011
BI,Bilcare Ltd,BI,stock,/stocks/bilcare-BI,INE986A01012
BHI,Bhilwara Spinners Ltd,BHILSPIN,stock,/stocks/bhilwara-spinners-BHI,INE436C01014
BALF,Baid Finserv Ltd,BAIDFIN,stock,/stocks/baid-leasing-and-finance-co-BALF,INE020D01022
BLOI,Bloom Industries Ltd,BLOIN,stock,/stocks/bloom-industries-BLOI,INE373E01015
BCLI,BCL Industries Ltd,BCLIND,stock,/stocks/bcl-industries-BCLI,INE412G01024
KDK,Bharat Global Developers Ltd,BGDL,stock,/stocks/kkrrafton-developers-KDK,INE893C01032
BDH,BDH Industries Ltd,BDH,stock,/stocks/bdh-industries-BDH,INE278D01018
BRAD,Brady And Morris Engineering Co Ltd,BRADYM,stock,/stocks/brady-and-morris-engineering-company-BRAD,INE856A01017
WHIT,Bombay Talkies Ltd,BOMTALKIES,stock,/stocks/bombay-talkies-WHIT,INE910D01024
BAJG,Bajaj Global Ltd,BAJGLOB,stock,/stocks/bajaj-global-BAJG,INE553H01015
BNRS,BN Rathi Securities Ltd,BNRSEC,stock,/stocks/b-n-rathi-securities-BNRS,INE710D01028
BLAC,Black Rose Industries Ltd,BLACKROSE,stock,/stocks/black-rose-industries-BLAC,INE761G01016
ZBI,Binayak Tex Processors Ltd,ZBINTXPP,stock,/stocks/binayaka-tex-processors-ZBI,INE626H01019
BOMB,Bombay Wire Ropes Ltd,BOMBWIR,stock,/stocks/bombay-wire-ropes-BOMB,INE089T01023
BCC,B C C Fuba India Ltd,BCCFUBA,stock,/stocks/b-c-c-fuba-india-BCC,INE788D01016
BENT,Bentley Commercial Enterprises Ltd,BENTCOM,stock,/stocks/bentley-commercial-enterprises-BENT,INE496M01017
BIRLA,Birla Precision Technologies Ltd,BIRLAPREC,stock,/stocks/birla-precision-technologies-BIRLA,INE372E01025
BETX,Betex India Ltd,BETXIND,stock,/stocks/betex-india-BETX,INE765L01017
BAP,B & A Packaging India Ltd,BAPACK,stock,/stocks/b-and-a-packaging-india-BAP,INE00FM01013
BOMBC,Bombay Cycle and Motor Agency Ltd,BOMBCYC,stock,/stocks/bombay-cycle-and-motor-agency-BOMBC,INE691K01017
BLUEC,Blue Chip Tex Industries Ltd,BLUECHIPT,stock,/stocks/bluechip-tex-industries-BLUEC,INE472D01017
BHARS,Bharat Seats Ltd,BHARATSE,stock,/stocks/bharat-seats-BHARS,INE415D01024
BHARG,Bharat Agri Fert & Realty Ltd,BHARATAGRI,stock,/stocks/bharat-agri-fert-and-realty-BHARG,INE842D01029
BIH,Bihar Sponge Iron Ltd,BIHSPONG,stock,/stocks/bihar-sponge-iron-BIH,INE819C01011
BAJAJ,Bajaj Steel Industries Ltd,BAJAJST,stock,/stocks/bajaj-steel-industries-BAJAJ,INE704G01024
BENA,Benares Hotels Ltd,BENARAS,stock,/stocks/benares-hotels-BENA,INE664D01019
BNAL,B & A Ltd,BNALTD,stock,/stocks/b-and-a-BNAL,INE489D01011
BOMO,Bombay Oxygen Investments Ltd,BOMOXY-B1,stock,/stocks/bombay-oxygen-investments-BOMO,INE01TL01014
BGW,Bhagwati Autocast Ltd,BGWTATO,stock,/stocks/bhagwati-autocast-BGW,INE106G01014
BAT,Batliboi Ltd,BATLIBOI,stock,/stocks/batliboi-BAT,INE177C01022
BIM,Bimetal Bearings Ltd,BIMETAL,stock,/stocks/bimetal-bearings-BIM,INE469A01019
BAROD,Baroda Rayon Corporation Ltd,BARODARY,stock,/stocks/baroda-rayon-corporation-BAROD,INE461A01024
BHAGW,Bhagawati Oxygen Ltd,BHAGWOX,stock,/stocks/bhagawati-oxygen-BHAGW,INE026I01010
BTM,Bodhi Tree Multimedia Ltd,BTML,stock,/stocks/bodhi-tree-multimedia-BTM,INE0EEJ01023
BIRE,Brookfield India Real Estate Trust,BIRET,stock,/stocks/brookfield-india-real-estate-trust-BIRE,INE0FDU25010
BME,Bombay Metrics Supply Chain Ltd,BMETRICS,stock,/stocks/bombay-metrics-supply-chain-BME,INE0I3Y01014
BBE,BHARAT Bond ETF-April 2032,BBETF0432,etf,/etfs/bharat-bond-etf---april-2032-BBE,INF754K01OB1
BEW,BEW Engineering Ltd,BEWLTD,stock,/stocks/bew-engineering-BEW,INE0HQI01014
AIR,Bharti Airtel Ltd,AIRTELPP,stock,/stocks/bharti-airtel-partly-paidup-AIR,IN9397D01014
BRR,B-Right RealEstate Ltd,BRRL,stock,/stocks/b-right-realestate-BRR,INE0IZQ01016
BCCL,Bhatia Colour Chem Ltd,BCCL,stock,/stocks/bhatia-colour-chem-BCCL,INE0KQ001017
BIK,Bikaji Foods International Ltd,BIKAJI,stock,/stocks/bikaji-foods-international-BIK,INE00E101023
BLAL,BEML Land Assets Ltd,BLAL,stock,/stocks/beml-land-assets-BLAL,INE0N7W01012
EBB,BHARAT Bond ETF - April 2033,EBBETF0433,etf,/etfs/bharat-bond-etf---april-2033-EBB,INF754K01QX0
BAH,Baheti Recycling Industries Ltd,BAHETI,stock,/stocks/baheti-recycling-industries-BAH,INE029Q01017
BOND,Bondada Engineering Ltd,BONDADA,stock,/stocks/bondada-engineering-BOND,INE0Q8P01029
BRIGT,Bright Outdoor Media Ltd,BRIGHT,stock,/stocks/bright-outdoor-media-BRIGT,INE0OMI01019
BIZ,Bizotic Commercial Ltd,BIZOTIC,stock,/stocks/bizotic-commercial-BIZ,INE0OJ401014
BASI,Basilic Fly Studio Ltd,BASILIC,stock,/stocks/basilic-fly-studio-BASI,INE0OCC01013
LIQUB,Bajaj Finserv Nifty 1D Rate Liquid ETF - Growth,LIQUIDBETF,etf,/etfs/bajaj-finserv-nifty-1d-rate-liquid-etf-LIQUB,INF0QA701854
BABAF,Baba Food Processing (India) Ltd,BABAFP,stock,/stocks/baba-food-processing-india-BABAF,INE0QW501012
BOR,Borosil Scientific Ltd,BOROSCI,stock,/stocks/borosil-scientific-BOR,INE02L001032
BLUEJ,Blue Jet Healthcare Ltd,BLUEJET,stock,/stocks/blue-jet-healthcare-BLUEJ,INE0KBH01020
BANKB,Bajaj Finserv Nifty Bank ETF,BANKBETF,etf,/etfs/bajaj-finserv-nifty-bank-etf-BANKB,INF0QA701714
BAJEL,Bajel Projects Ltd,BAJEL,stock,/stocks/bajel-projects-BAJEL,INE0KQN01018
BRIS,Brisk Technovision Ltd,BRISK,stock,/stocks/brisk-technovision-BRIS,INE0Q6L01014
BAW,Baweja Studios Ltd,BAWEJA,stock,/stocks/baweja-studios-BAW,INE0JFJ01011
BENC,Benchmark Computer Solutions Ltd,BENCHMARK,stock,/stocks/benchmark-computer-solutions-BENC,INE0Q2Z01013
BLSE,BLS E-Services Ltd,BLSE,stock,/stocks/bls-e-services-BLSE,INE0NLT01010
BHARI,Bharti Hexacom Ltd,BHARTIHEXA,stock,/stocks/bharti-hexacom-BHARI,INE343G01021
BBN,Baroda BNP Paribas Gold ETF,BBNPPGOLD,etf,/etfs/baroda-bnp-paribas-gold-etf-BBN,INF251K01SU9
BLUEP,Blue Pebble Ltd,BLUEPEBBLE,stock,/stocks/blue-pebble-BLUEP,INE0SAK01011
BEA,Beacon Trusteeship Ltd,BEACON,stock,/stocks/beacon-trusteeship-BEA,INE639X01027
NIFT,Bajaj Finserv Nifty 50 ETF,NIFTYBETF,etf,/etfs/bajaj-finserv-nifty-50-etf-NIFT,INF0QA701722
BBNP,Baroda BNP Paribas Nifty Bank ETF,BBNPNBETF,etf,/etfs/baroda-bnp-paribas-nifty-bank-etf-BBNP,INF251K01TL6
FIRS,Brainbees Solutions Ltd,FIRSTCRY,stock,/stocks/brainbees-solutions-FIRS,INE02RE01045
BUL,Bulkcorp International Ltd,BULKCORP,stock,/stocks/bulkcorp-international-BUL,INE0SZ301012
BANSA,Bansal Wire Industries Ltd,BANSALWIRE,stock,/stocks/bansal-wire-industries-BANSA,INE0B9K01025
BAJAH,Bajaj Housing Finance Ltd,BAJAJHFL,stock,/stocks/bajaj-housing-finance-BAJAH,INE377Y01014
BROA,Broach Lifecare Hospital Ltd,BROACH,stock,/stocks/broach-lifecare-hospital-BROA,INE0SFZ01018
BRAC,Brace Port Logistics Ltd,BRACEPORT,stock,/stocks/brace-port-logistics-BRAC,INE0R4Z01018
STYL,Baazar Style Retail Ltd,STYLEBAAZA,stock,/stocks/baazar-style-retail-STYL,INE01FR01028
BLACK,Blackbuck Ltd,BLACKBUCK,stock,/stocks/zinka-logistics-solutions-BLACK,INE0UIZ01018
BIKE,Bikewo Green Tech Ltd,BIKEWO,stock,/stocks/bikewo-green-tech-BIKE,INE0SQH01013
BRG,B.R.Goyal Infrastructure Ltd,BRGIL,stock,/stocks/brgoyal-infrastructure-BRG,INE00ST01011
BOSS,Boss Packaging Solutions Ltd,BOSS,stock,/stocks/boss-packaging-solutions-BOSS,INE0QNI01012
BARFL,Barflex Polyfilms Ltd,BARFLEX,stock,/stocks/barflex-polyfilms-BARFL,INE0QX401014
BEEZ,Beezaasan Explotech Ltd,BEEZAASAN,stock,/stocks/beezaasan-explotech-BEEZ,INE13VU01016
BALAJ,Balaji Phosphates Ltd,BALAJIPHOS,stock,/stocks/balaji-phosphates-BALAJ,INE0PQ601019
BORA,Borana Weaves Ltd,BORANA,stock,/stocks/borana-weaves-BORA,INE16SF01016
BELR,Belrise Industries Ltd,BELRISE,stock,/stocks/belrise-industries-BELR,INE894V01022
BLUEW,Blue Water Logistics Ltd,BLUEWATER,stock,/stocks/blue-water-logistics-BLUEW,INE0X3M01010
BLUSP,Bluspring Enterprises Ltd,BLUSPRING,stock,/stocks/bluspring-enterprises-BLUSP,INE0U4101014
BRIGO,Brigade Hotel Ventures Ltd,BRIGHOTEL,stock,/stocks/brigade-hotel-ventures-BRIGO,INE03NU01014
BDI,B D Industries (Pune) Ltd,BDI,stock,/stocks/b-d-industries-pune-BDI,INE1LJ801017
BHAD,Bhadora Industries Ltd,BHADORA,stock,/stocks/bhadora-industries-BHAD,INE0ZRC01017
BLT,BLT Logistics Ltd,BLT,stock,/stocks/blt-logistics-BLT,INE0W4K01013
BLUES,Bluestone Jewellery and Lifestyle Ltd,BLUESTONE,stock,/stocks/bluestone-jewellery-and-lifestyle-BLUES,INE304W01038
BHARR,BharatRohan Airborne Innovations Ltd,BHARATROHAN,stock,/stocks/bharatrohan-airborne-innovations-BHARR,INE0QMV01017
BMWV,BMW Ventures Ltd,BMWVENTLTD,stock,/stocks/bmw-ventures-BMWV,INE965W01036
BHAV,Bhavik Enterprises Ltd,BHAVIK,stock,/stocks/bhavik-enterprises-BHAV,INE18PB01017
BAG,B A G Convergence Ltd,BAGDIGITAL,stock,/stocks/bag-convergence-BAG,INE17CQ01015
GROWO,Billionbrains Garage Ventures Ltd,GROWW,stock,/stocks/billionbrains-garage-ventures-GROWO,INE0HOQ01053
GOLDB,Bandhan Gold ETF,GOLDBND,etf,/etfs/bandhan-gold-etf-GOLDB,INF194KB1KJ7
SILVB,Bandhan Silver ETF,SILVERBND,etf,/etfs/bandhan-silver-etf-SILVB,INF194KB1KI9
BAI,Bai-Kakaji Polymers Ltd,BAIKAKAJI,stock,/stocks/bai-kakaji-polymers-BAI,INE1IJQ01026
CARP,CP Capital Ltd,CPCAP,stock,/stocks/career-point-CARP,INE521J01018
CREI,CARE Ratings Ltd,CARERATING,stock,/stocks/care-ratings-CREI,INE752H01013
CRIL,Cantabil Retail India Ltd,CANTABIL,stock,/stocks/cantabil-retail-india-CRIL,INE068L01024
CENA,Central Depository Services (India) Ltd,CDSL,stock,/stocks/central-depository-services-india-CENA,INE736A01011
CADS,Cadsys (India) Ltd,CADSYS,stock,/stocks/cadsys--india--CADS,INE090Y01013
CNBK,Canara Bank Ltd,CANBK,stock,/stocks/canara-bank-CNBK,INE476A01022
CNFH,Can Fin Homes Ltd,CANFINHOME,stock,/stocks/can-fin-homes-CNFH,INE477A01020
CBI,Central Bank of India Ltd,CENTRALBK,stock,/stocks/central-bank-of-india-CBI,INE483A01010
CHPC,Chennai Petroleum Corporation Ltd,CHENNPETRO,stock,/stocks/chennai-petroleum-corporation-CHPC,INE178A01016
CINE,Cinevista Ltd,CINEVISTA,stock,/stocks/cinevista-CINE,INE039B01026
CRDE,CreditAccess Grameen Ltd,CREDITACC,stock,/stocks/creditaccess-grameen-CRDE,INE741K01010
CYBM,Cyber Media (India) Ltd,CYBERMEDIA,stock,/stocks/cyber-media-india-CYBM,INE278G01037
CAPL,Caplin Point Laboratories Ltd,CAPLIPOINT,stock,/stocks/caplin-point-laboratories-CAPL,INE475E01026
CAST,Castrol India Ltd,CASTROLIND,stock,/stocks/castrol-india-CAST,INE172A01027
CONF,Confidence Petroleum India Ltd,CONFIPET,stock,/stocks/confidence-petroleum-india-CONF,INE552D01024
GOMS,CPSE ETF,CPSEETF,etf,/etfs/cpse-etf-GOMS,INF457M01133
CRBR,Carborundum Universal Ltd,CARBORUNIV,stock,/stocks/carborundum-universal-CRBR,INE120A01034
CEAT,CEAT Ltd,CEATLTD,stock,/stocks/ceat-CEAT,INE482A01020
COFO,Coforge Ltd,COFORGE,stock,/stocks/coforge-COFO,INE591G01025
CORF,Coromandel International Ltd,COROMANDEL,stock,/stocks/coromandel-international-CORF,INE169A01031
CSBB,CSB Bank Ltd,CSBBANK,stock,/stocks/csb-bank-CSBB,INE679A01013
CAMF,Camlin Fine Sciences Ltd,CAMLINFINE,stock,/stocks/camlin-fine-sciences-CAMF,INE052I01032
COUN,Country Club Hospitality & Holidays Ltd,CCHHL,stock,/stocks/country-club-hospitality-and-holidays-COUN,INE652F01027
CARU,CL Educate Ltd,CLEDUCATE,stock,/stocks/cl-educate-CARU,INE201M01029
COCH,Cochin Shipyard Ltd,COCHINSHIP,stock,/stocks/cochin-shipyard-COCH,INE704P01025
CCON,Consolidated Construction Consortium Ltd,CCCL,stock,/stocks/consolidated-construction-consortium-CCON,INE429I01024
CRSV,Crest Ventures Ltd,CREST,stock,/stocks/crest-ventures-CRSV,INE559D01011
CYIE,Cyient Ltd,CYIENT,stock,/stocks/cyient-CYIE,INE136B01020
CNTP,Century Plyboards (India) Ltd,CENTURYPLY,stock,/stocks/century-plyboards-india-CNTP,INE348B01021
CEIT,Cerebra Integrated Technologies Ltd,CEREBRAINT,stock,/stocks/cerebra-integrated-technologies-CEIT,INE345B01019
CORI,Coral India Finance and Housing Ltd,CORALFINAC,stock,/stocks/coral-india-finance-and-housing-CORI,INE558D01021
CAPE,Capacite Infraprojects Ltd,CAPACITE,stock,/stocks/capacite-infraprojects-CAPE,INE264T01014
CNTX,Century Extrusions Ltd,CENTEXT,stock,/stocks/century-extrusions-CNTX,INE281A01026
CCLP,CCL Products (India) Ltd,CCL,stock,/stocks/ccl-products-india-CCLP,INE421D01022
COLG,Colgate-Palmolive (India) Ltd,COLPAL,stock,/stocks/colgate-palmolive-india-COLG,INE259A01022
COMI,Compuage Infocom Ltd,COMPINFO,stock,/stocks/compuage-infocom-COMI,INE070C01037
CAPG,Capri Global Capital Ltd,CGCL,stock,/stocks/capri-global-capital-CAPG,INE180C01042
CMI,CMI Ltd,CMICABLES,stock,/stocks/cmi-CMI,INE981B01011
CMPU,Compucom Software Ltd,COMPUSOFT,stock,/stocks/compucom-software-CMPU,INE453B01029
CONP,Control Print Ltd,CONTROLPR,stock,/stocks/control-print-CONP,INE663B01015
CUMM,Cummins India Ltd,CUMMINSIND,stock,/stocks/cummins-india-CUMM,INE298A01020
CENT,Centum Electronics Ltd,CENTUM,stock,/stocks/centum-electronics-CENT,INE320B01020
CGPO,CG Power and Industrial Solutions Ltd,CGPOWER,stock,/stocks/cg-power-and-industrial-solutions-CGPO,INE067A01029
CCIL,Cords Cable Industries Ltd,CORDSCABLE,stock,/stocks/cords-cable-industries-CCIL,INE792I01017
CURA,CURA Technologies Ltd,CURAA,stock,/stocks/cura-technologies-CURA,INE117B01020
CHLA,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,stock,/stocks/cholamandalam-investment-and-finance-company-CHLA,INE121A01024
COCO,Country Condo's Ltd,COUNCODOS,stock,/stocks/country-condos-COCO,INE695B01025
CROP,Crompton Greaves Consumer Electricals Ltd,CROMPTON,stock,/stocks/crompton-greaves-consumer-electricals-CROP,INE299U01018
CESC,CESC Ltd,CESC,stock,/stocks/cesc-CESC,INE486A01021
CHMF,Chemfab Alkalis Ltd,CHEMFAB,stock,/stocks/chemfab-alkalis-CHMF,INE783X01023
CIIN,Cineline India Ltd,CINELINE,stock,/stocks/cineline-india-CIIN,INE704H01022
CREA,Creative Newtech Ltd,CNL,stock,/stocks/creative-peripherals-and-distribution-CREA,INE985W01018
CROW,Crown Lifters Ltd,CROWN,stock,/stocks/crown-lifters-CROW,INE491V01019
CATE,Cambridge Technology Enterprises Ltd,CTE,stock,/stocks/cambridge-technology-enterprises-CATE,INE627H01017
CERA,Cera Sanitaryware Ltd,CERA,stock,/stocks/cera-sanitaryware-CERA,INE739E01017
CHMB,Chambal Fertilisers and Chemicals Ltd,CHAMBLFERT,stock,/stocks/chambal-fertilisers-and-chemicals-CHMB,INE085A01013
COAL,Coal India Ltd,COALINDIA,stock,/stocks/coal-india-COAL,INE522F01014
CCRI,Container Corporation of India Ltd,CONCOR,stock,/stocks/container-corporation-of-india-CCRI,INE111A01025
CEYE,Creative Eye Ltd,CREATIVEYE,stock,/stocks/creative-eye-CEYE,INE230B01021
CTSS,Cybertech Systems and Software Ltd,CYBERTECH,stock,/stocks/cybertech-systems-and-software-CTSS,INE214A01019
CNTE,Century Enka Ltd,CENTENKA,stock,/stocks/century-enka-CNTE,INE485A01015
CHEM,Chembond Material Technologies Ltd,CHEMBOND,stock,/stocks/chembond-chemicals-CHEM,INE995D01025
CHOL,Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,stock,/stocks/cholamandalam-financial-holdings-CHOL,INE149A01033
CODE,Coffee Day Enterprises Ltd,COFFEEDAY,stock,/stocks/coffee-day-enterprises-CODE,INE335K01011
COTN,Continental Seeds and Chemicals Ltd,CONTI,stock,/stocks/continental-seeds-and-chemicals-COTN,INE340Z01019
CRSL,CRISIL Ltd,CRISIL,stock,/stocks/crisil-CRSL,INE007A01025
CTBK,City Union Bank Ltd,CUB,stock,/stocks/city-union-bank-CTBK,INE491A01021
CAPT,Capital Trust Ltd,CAPTRUST,stock,/stocks/capital-trust-CAPT,INE707C01018
CALI,California Software Company Ltd,CALSOFT,stock,/stocks/california-software-company-CALI,INE526B01014
CELF,Celebrity Fashions Ltd,CELEBRITY,stock,/stocks/celebrity-fashions-CELF,INE185H01016
CHAL,Chalet Hotels Ltd,CHALET,stock,/stocks/chalet-hotels-CHAL,INE427F01016
CENC,Centrum Capital Ltd,CENTRUM,stock,/stocks/centrum-capital-CENC,INE660C01027
CIGN,Cigniti Technologies Ltd,CIGNITITEC,stock,/stocks/cigniti-technologies-CIGN,INE675C01017
CONS,Consolidated Finvest & Holdings Ltd,CONSOFINVT,stock,/stocks/consolidated-finvest-and-holdings-CONS,INE025A01027
CIPL,Cipla Ltd,CIPLA,stock,/stocks/cipla-CIPL,INE059A01026
CSFL,Cosmo First Ltd,COSMOFIRST,stock,/stocks/cosmo-films-CSFL,INE757A01017
CRAS,Cranes Software International Ltd,CRANESSOFT,stock,/stocks/cranes-software-international-CRAS,INE234B01023
CUBE,Cubex Tubings Ltd,CUBEXTUB,stock,/stocks/cubex-tubings-CUBE,INE144D01012
CUCO,Cupid Ltd,CUPID,stock,/stocks/cupid-CUCO,INE509F01029
ITCM,Cemindia Projects Ltd,CEMPRO,stock,/stocks/itd-cementation-india-ITCM,INE686A01026
MAHN,CIE Automotive India Ltd,CIEINDIA,stock,/stocks/mahindra-cie-automotive-MAHN,INE536H01010
SUVH,Cohance Lifesciences Ltd,COHANCE,stock,/stocks/suven-pharmaceuticals-SUVH,INE03QK01018
CHE,Chemcrux Enterprises Ltd,CHEMCRUX,stock,/stocks/chemcrux-enterprises-CHE,INE298W01016
CHC,Cian Healthcare Ltd,CHCL,stock,/stocks/cian-healthcare-CHC,INE05BN01019
CPM,City Pulse Multiventures Ltd,CPML,stock,/stocks/city-pulse-multiplex-CPM,INE056001014
CHO,Chothani Foods Ltd,CHOTHANI,stock,/stocks/chothani-foods-CHO,INE344X01016
COS,Cospower Engineering Ltd,COSPOWER,stock,/stocks/cospower-engineering-COS,INE0CQB01010
CBP,Chandra Bhagat Pharma Ltd,CBPL,stock,/stocks/chandra-bhagat-pharma-CBP,INE07QQ01016
CHA,Chandni Machines Ltd,CHANDNIMACH,stock,/stocks/chandni-machines-CHA,INE01GZ01011
CHD,CHD Chemicals Ltd,CHDCHEM,stock,/stocks/chd-chemicals-CHD,INE043U01010
CFE,Confidence Futuristic Energetech Ltd,CFEL,stock,/stocks/confidence-futuristic-energetech-CFE,INE700F01024
CTC,Captain Technocast Ltd,CTCL,stock,/stocks/captain-technocast-CTC,INE931X01010
CIT,Consecutive Investments & Trading Co Ltd,CITL,stock,/stocks/consecutive-investments-and-trading-co-CIT,INE187R01029
JSG,Colab Platforms Ltd,COLAB,stock,/stocks/jsg-leasing-JSG,INE317W01030
CAP,CAPTAIN PIPES Ltd,CAPPIPES,stock,/stocks/captain-pipes-CAP,INE513R01026
